4xQ0ietu_normal.jpg,My sister wrote an article about men incompetency during lockdown, it will be published soon in newspaper. Waiting anxiously ❤ Love you My Amor ❤
qzgZXHYB_normal.jpg,@notyouraleshbae Yahan sy break ly k jao gi kahan is lockdown mai
n7Z8SPTW_normal.jpg,@traumaticpasta Let’s plan hunza/skardu after lockdown
slQ4VAQ2_normal.jpg,@huzaifa_Ruman Lockdown k aftershocks
NCnoBD7n_normal.jpg,New symptom of corona 😛😇🤣 https://t.co/Kw17iZyLuf
IvWrjLP7_normal.jpg,Chief Fixit Lahore Ar. Malik Saad Zaheer Has Beed Tested Positive For COVID-19  May Allah SWT bless him good health and grant him speedy recovery! Ameen.  #FixitLahore #SaadZaheer #COVID19 https://t.co/F6NjpJdPYO
rXPrBL0g_normal.jpg,@biselhrofficial Sir jo students 9th+10th ka exams de rahy thy Private un ky exams hon gy ya nhi jo exams lockdown ki wja sa nhi howe  Kindly Guide me Sir
3E2cIhJC_normal.jpeg,Coronavirus cause more damage to health than scientists intialky thought https://t.co/OjzvJvnWnH
J9xIx3F1_normal.jpg,Strengthening Participatory Organization (SPO) and #NishtarMedicalUniversity #Multan signed a Memorandum of Understanding (MOU) to collaborate on their #Covid_19 response efforts in South Punjab. Under this initiative, will make an Intensive Care Unit (ICU) for Corona patients https://t.co/6r8fo8TNVS
alcdxv6J_normal.jpg,“After corona” is the new InshaAllah
cqVTfdR8_normal.jpg,So now what will they say #BoycottChineseProduct 🤔 #Chinese popular &amp; Icon brand #Huawei contributes Rs 07 crores (70 Millions) in Indian PM cares fund to fighting against #COVID19 Bollywood Jokers country😂 @zlj517 @CallSignMujahid @libijian2 @HuXijin_GT https://t.co/2E5Frb82gA https://t.co/PAYJoVwXoC
JB2ZWxhc_normal.jpg,#Update "Actual Coronavirus Infections Vastly Undercounted, C.D.C. Data Shows" by BY APOORVA MANDAVILLI via #NYT https://t.co/3QLblXPRXC
g3ImDTIf_normal.jpg,Corona virus is getting weak everyday in Pakistan. Media is not discussing it as they discussed rise in new cases few weeks back.
default_profile_normal.png,@TimesNow Locust and Corona also coverimg entire nation very quickly
_3M5OhVR_normal.jpg,1 Crore😔😔😔 #CoronavirusPandemic #coronavirus #Covid_19 #COVID19Pandemic #CoronaVirusUpdates #BreakingNews #Breaking https://t.co/LzdguQ09Zk
XeDMeKZ3_normal.jpg,@DrDanish5 @FauziaKasuri Dr sab did your best knowledge took global coronavirus economic blow into consideration prior stamping owns opinion?
HsxVwDpu_normal.jpg,At This Moment PM #ImranKhan Facing... 1. Mafia  2. Corona Pandemic  3. Facing Border Tentions  4. Economic Crisis  5. Media Propaganda &amp; Now Facing Abuses by own Voters !!!  #HardTime For #IK  insha'Allah He Will Come out of this and #Rise Again. #BehindYouMyPM #Skipper ❣️🇵🇰❣️ https://t.co/iEkHiMfxiJ
BvnE7aua_normal.jpg,@omar_quraishi A strict lockdown is there from past few days in Lahore
rAiXnFyi_normal.jpg,@nahi_btaungii Lockdown hai is liya 😅😂
4sU4JWi3_normal.jpg,Even though Pakistan's economy was hammered by last IMF dictated budget &amp; then suffered through a pathetically managed lockdown, PTI has committed to make interest payments of almost 3 trillion rupees, when entire budget is just over 7 trillion.  #KhilafahRevivesEconomy
IHGP4t5L_normal.jpg,Smart lockdown is nothing but just a joke. #lockdown https://t.co/HoxWA97QEf
7img8BtL_normal.jpg,@AdeelJavedCh Bhi Sab it's Mean Corona Virus Finish Coz Petrol Virus Everyone Forgot About Corona 😊
_WmRmc8l_normal.jpg,Even though Pakistan's economy was hammered by last IMF dictated budget &amp; then suffered through a pathetically managed lockdown, PTI has committed to make interest payments of almost 3 trillion rupees, when entire budget is just over 7 trillion.  #KhilafahRevivesEconomy
W_cW4CgC_normal.jpg,@CNN Corona is not so dangerous, just keep off your TV.
zvZ0V4et_normal.jpg,As We Know That In Lockdown We Wast our time in Useless thing .Lets Try Samething Different And Also Earn Money From it .Click the Dowlink and Rejistered YourSelf https://t.co/cLLWewI5f1
uxNDNMpB_normal.jpg,Even though Pakistan's economy was hammered by last IMF dictated budget &amp; then suffered through a pathetically managed lockdown, PTI has committed to make interest payments of almost 3 trillion rupees, when entire budget is just over 7 trillion. #RejectCapitalismEstablishKhilafah
EWp-a0J5_normal.jpg,@Huda_Nav Alhamdulillah all fine here had vacations from office as it had been sealed for 2 weeks due to Corona cases, now opening from Monday.
